User_ID,User_Name,Product_ID,Product_Name,Rating,Feedback,Sentiment,Sentiment_Score
https://www.facebook.com/reel/PID00643/?comment_id=1397040301788260,Prisha,PID00643,Biryani,4,Yummy and satisfying.,Positive,0.87
https://www.facebook.com/reel/PID00570/?comment_id=1397040301788261,Ishaan,PID00570,Pizza,2,Crispy and delicious.,Negative,-0.01
https://www.facebook.com/reel/PID00512/?comment_id=1397040301788262,Myra,PID00512,Pasta,2,Superb quality!,Negative,-0.14
https://www.facebook.com/reel/PID00511/?comment_id=1397040301788263,Ira,PID00511,Momo,4,Very tasty and enjoyable.,Positive,0.93
https://www.facebook.com/reel/PID00635/?comment_id=1397040301788264,Rohan,PID00635,Fried Rice,3,Crispy and delicious.,Neutral,0.54
https://www.facebook.com/reel/PID00584/?comment_id=1397040301788265,Saanvi,PID00584,Biryani,4,Superb quality!,Positive,0.9
https://www.facebook.com/reel/PID00582/?comment_id=1397040301788266,Aadhya,PID00582,Biryani,5,I will order again!,Positive,0.9
https://www.facebook.com/reel/PID00656/?comment_id=1397040301788267,Aadhya,PID00656,Pizza,4,Loved the taste!,Positive,0.91
https://www.facebook.com/reel/PID00527/?comment_id=1397040301788268,Myra,PID00527,Sandwich,1,Delivery was late.,Negative,-0.09
https://www.facebook.com/reel/PID00569/?comment_id=1397040301788269,Vivaan,PID00569,Momo,1,Not satisfied.,Negative,-0.09
https://www.facebook.com/reel/PID00623/?comment_id=1397040301788270,Sara,PID00623,Pizza,3,Worth the price.,Neutral,0.42
https://www.facebook.com/reel/PID00581/?comment_id=1397040301788271,Diya,PID00581,Idli,1,Bad experience.,Negative,-0.11
https://www.facebook.com/reel/PID00580/?comment_id=1397040301788272,Saanvi,PID00580,Dosa,1,Too spicy but good.,Negative,-0.02
https://www.facebook.com/reel/PID00653/?comment_id=1397040301788273,Anaya,PID00653,Biryani,2,Great quantity for price.,Negative,-0.1
https://www.facebook.com/reel/PID00606/?comment_id=1397040301788274,Anika,PID00606,Burger,2,Perfect meal!,Negative,-0.11
https://www.facebook.com/reel/PID00658/?comment_id=1397040301788275,Arjun,PID00658,Idli,1,Terrible packaging.,Negative,-0.14
https://www.facebook.com/reel/PID00632/?comment_id=1397040301788276,Ira,PID00632,Pasta,2,I will order again!,Negative,0
https://www.facebook.com/reel/PID00698/?comment_id=1397040301788277,Saanvi,PID00698,Pizza,3,Loved the taste!,Neutral,0.45
https://www.facebook.com/reel/PID00547/?comment_id=1397040301788278,Aryan,PID00547,Biryani,4,Too spicy but good.,Positive,0.94
https://www.facebook.com/reel/PID00636/?comment_id=1397040301788279,Aryan,PID00636,Dosa,5,I didn't like it.,Positive,0.8
https://www.facebook.com/reel/PID00584/?comment_id=1397040301788280,Myra,PID00584,Pizza,1,Worth the price.,Negative,-0.05
https://www.facebook.com/reel/PID00657/?comment_id=1397040301788281,Aarav,PID00657,Fried Rice,3,Perfect meal!,Neutral,0.46
https://www.facebook.com/reel/PID00516/?comment_id=1397040301788282,Aarav,PID00516,Idli,3,Delivery was late.,Neutral,0.43
https://www.facebook.com/reel/PID00507/?comment_id=1397040301788283,Vivaan,PID00507,Sandwich,3,Great quantity for price.,Neutral,0.45
https://www.facebook.com/reel/PID00581/?comment_id=1397040301788284,Ishaan,PID00581,Fried Rice,1,Didn't meet expectations.,Negative,-0.13
https://www.facebook.com/reel/PID00515/?comment_id=1397040301788285,Aarav,PID00515,Burger,4,Worst food ever.,Positive,0.87
https://www.facebook.com/reel/PID00608/?comment_id=1397040301788286,Krishna,PID00608,Noodles,2,Perfect meal!,Negative,-0.08
https://www.facebook.com/reel/PID00689/?comment_id=1397040301788287,Diya,PID00689,Noodles,5,Crispy and delicious.,Positive,0.95
https://www.facebook.com/reel/PID00569/?comment_id=1397040301788288,Diya,PID00569,Fried Rice,2,Crispy and delicious.,Negative,-0.11
https://www.facebook.com/reel/PID00606/?comment_id=1397040301788289,Myra,PID00606,Burger,4,Yummy and satisfying.,Positive,0.91
https://www.facebook.com/reel/PID00624/?comment_id=1397040301788290,Myra,PID00624,Dosa,5,Perfect meal!,Positive,0.91
https://www.facebook.com/reel/PID00529/?comment_id=1397040301788291,Sai,PID00529,Fried Rice,5,Superb quality!,Positive,0.95
https://www.facebook.com/reel/PID00566/?comment_id=1397040301788292,Rohan,PID00566,Idli,2,Worst food ever.,Negative,-0.02
https://www.facebook.com/reel/PID00652/?comment_id=1397040301788293,Krishna,PID00652,Noodles,1,Didn't meet expectations.,Negative,-0.16
https://www.facebook.com/reel/PID00537/?comment_id=1397040301788294,Aarav,PID00537,Biryani,4,Loved the taste!,Positive,0.96
https://www.facebook.com/reel/PID00626/?comment_id=1397040301788295,Aditya,PID00626,Noodles,4,Perfect meal!,Positive,0.86
https://www.facebook.com/reel/PID00681/?comment_id=1397040301788296,Aarav,PID00681,Fried Rice,4,Bad experience.,Positive,0.83
https://www.facebook.com/reel/PID00626/?comment_id=1397040301788297,Anika,PID00626,Fried Rice,3,Didn't meet expectations.,Neutral,0.41
https://www.facebook.com/reel/PID00597/?comment_id=1397040301788298,Anaya,PID00597,Idli,5,Not fresh.,Positive,0.97
https://www.facebook.com/reel/PID00652/?comment_id=1397040301788299,Anika,PID00652,Fried Rice,1,Worst food ever.,Negative,-0.1
https://www.facebook.com/reel/PID00622/?comment_id=1397040301788300,Ira,PID00622,Idli,4,I didn't like it.,Positive,0.89
https://www.facebook.com/reel/PID00691/?comment_id=1397040301788301,Aditya,PID00691,Dosa,5,Yummy and satisfying.,Positive,0.88
https://www.facebook.com/reel/PID00610/?comment_id=1397040301788302,Myra,PID00610,Burger,3,I will order again!,Neutral,0.51
https://www.facebook.com/reel/PID00556/?comment_id=1397040301788303,Vivaan,PID00556,Dosa,5,Yummy and satisfying.,Positive,0.81
https://www.facebook.com/reel/PID00647/?comment_id=1397040301788304,Myra,PID00647,Biryani,5,Loved the taste!,Positive,0.94
https://www.facebook.com/reel/PID00667/?comment_id=1397040301788305,Anika,PID00667,Pizza,3,Worst food ever.,Neutral,0.48
https://www.facebook.com/reel/PID00685/?comment_id=1397040301788306,Anaya,PID00685,Fried Rice,4,I didn't like it.,Positive,0.94
https://www.facebook.com/reel/PID00608/?comment_id=1397040301788307,Sara,PID00608,Biryani,4,Yummy and satisfying.,Positive,0.87
https://www.facebook.com/reel/PID00568/?comment_id=1397040301788308,Myra,PID00568,Momo,2,Delivery was late.,Negative,-0.04
https://www.facebook.com/reel/PID00625/?comment_id=1397040301788309,Anika,PID00625,Burger,1,Bad experience.,Negative,-0.02
https://www.facebook.com/reel/PID00538/?comment_id=1397040301788310,Arjun,PID00538,Burger,4,I didn't like it.,Positive,0.88
https://www.facebook.com/reel/PID00600/?comment_id=1397040301788311,Vihaan,PID00600,Idli,5,Very tasty and enjoyable.,Positive,0.8
https://www.facebook.com/reel/PID00650/?comment_id=1397040301788312,Aryan,PID00650,Burger,1,Delivery was late.,Negative,-0.12
https://www.facebook.com/reel/PID00534/?comment_id=1397040301788313,Riya,PID00534,Fried Rice,4,Very tasty and enjoyable.,Positive,0.84
https://www.facebook.com/reel/PID00515/?comment_id=1397040301788314,Ishaan,PID00515,Dosa,1,Not satisfied.,Negative,-0.09
https://www.facebook.com/reel/PID00509/?comment_id=1397040301788315,Saanvi,PID00509,Sandwich,1,Worth the price.,Negative,-0.07
https://www.facebook.com/reel/PID00561/?comment_id=1397040301788316,Ira,PID00561,Pasta,4,Superb quality!,Positive,0.83
https://www.facebook.com/reel/PID00597/?comment_id=1397040301788317,Vivaan,PID00597,Dosa,5,Not fresh.,Positive,0.94
https://www.facebook.com/reel/PID00624/?comment_id=1397040301788318,Sai,PID00624,Pasta,1,Not satisfied.,Negative,-0.19
